,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,108/07/01,"4,846,071","1,110,826,188",227.5,232.0,227.0,228.0,5.5,"2,918"
1,108/07/02,"2,555,161","578,111,959",228.0,228.5,224.5,226.5,-1.5,"1,663"
2,108/07/03,"3,799,543","843,393,546",224.0,224.5,220.5,222.0,-4.5,"2,327"
3,108/07/04,"1,470,520","329,075,326",223.5,225.0,222.5,224.0,2.0,967
4,108/07/05,"4,583,994","1,053,974,620",224.5,233.5,224.5,230.0,6.0,"3,321"
5,108/07/08,"2,923,846","672,453,841",230.0,232.0,228.0,231.5,1.5,"2,222"
6,108/07/09,"2,441,036","555,228,280",229.0,230.0,226.5,227.0,-4.5,"1,546"
7,108/07/10,"5,564,950","1,287,167,850",228.0,234.0,227.5,234.0,7.0,"3,695"
8,108/07/11,"9,826,461","2,249,065,530",230.5,232.0,226.5,229.0,-5.0,"6,835"
9,108/07/12,"3,334,250","761,066,250",227.0,230.0,226.5,228.0,-1.0,"2,164"
10,108/07/15,"1,591,179","365,531,757",229.0,231.0,228.0,230.0,2.0,"1,204"
11,108/07/16,"2,126,156","492,713,765",230.5,232.5,230.5,232.5,2.5,"1,583"
12,108/07/17,"3,022,866","696,406,260",232.0,232.5,229.0,229.0,-3.5,"1,958"
13,108/07/18,"3,478,443","787,714,232",228.0,231.0,223.0,223.0,-6.0,"2,352"
14,108/07/19,"3,362,232","757,530,932",225.0,226.5,223.0,226.0,3.0,"2,044"
15,108/07/22,"2,058,838","463,206,301",226.0,227.0,224.0,226.0,0.0,"1,596"
16,108/07/23,"4,367,371","1,000,189,830",228.0,231.0,227.0,229.5,3.5,"2,702"
17,108/07/24,"3,167,951","728,969,730",229.5,231.5,228.5,230.0,0.5,"2,290"
18,108/07/25,"3,753,852","868,742,312",230.0,233.5,229.0,231.0,1.0,"2,073"
19,108/07/26,"3,366,940","779,760,460",230.0,234.0,227.5,234.0,3.0,"2,385"
20,108/07/29,"4,997,479","1,158,588,628",236.0,237.5,229.0,229.0,-5.0,"3,119"
21,108/07/30,"2,528,045","580,374,305",231.5,232.0,227.5,228.5,-0.5,"1,685"
22,108/07/31,"2,861,951","655,919,012",229.5,231.0,226.5,231.0,2.5,"1,739"
