,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,107/10/01,"2,065,903","706,597,162",341.0,345.0,338.0,342.0,6.0,"1,387"
1,107/10/02,"3,089,739","1,040,501,782",342.5,344.5,333.0,335.0,-7.0,"2,221"
2,107/10/03,"5,212,736","1,708,957,228",333.5,335.0,325.0,326.5,-8.5,"3,249"
3,107/10/04,"10,037,947","3,215,698,398",324.0,324.0,316.0,321.0,-5.5,"3,447"
4,107/10/05,"5,341,481","1,699,807,224",319.0,323.0,312.5,316.5,-4.5,"3,638"
5,107/10/08,"6,214,245","1,982,215,895",311.0,321.5,311.0,321.0,4.5,"3,317"
6,107/10/09,"5,780,083","1,809,478,230",326.5,326.5,307.0,308.0,-13.0,"4,199"
7,107/10/11,"8,147,296","2,265,959,419",277.5,282.5,277.5,277.5,-30.5,"3,628"
8,107/10/12,"8,688,656","2,444,755,877",277.0,293.0,272.5,289.5,12.0,"5,385"
9,107/10/15,"5,512,766","1,567,310,108",288.0,289.5,280.0,286.0,-3.5,"3,277"
10,107/10/16,"7,614,005","2,292,624,575",290.0,308.5,290.0,305.0,19.0,"5,159"
11,107/10/17,"7,651,633","2,415,643,937",313.0,320.0,312.5,313.5,8.5,"5,023"
12,107/10/18,"2,927,955","910,717,370",310.0,314.0,308.5,313.0,-0.5,"2,340"
13,107/10/19,"2,991,358","921,822,970",304.5,313.0,302.0,312.5,-0.5,"2,099"
14,107/10/22,"3,941,469","1,221,722,916",308.0,316.0,302.0,315.0,2.5,"2,976"
15,107/10/23,"3,749,716","1,152,095,880",309.0,313.5,304.0,304.0,-11.0,"2,792"
16,107/10/24,"3,803,308","1,167,979,192",305.5,311.5,300.5,306.5,2.5,"2,536"
17,107/10/25,"4,278,511","1,277,264,086",292.0,303.5,292.0,301.0,-5.5,"2,823"
18,107/10/26,"5,121,384","1,534,117,432",307.5,309.5,294.5,296.0,-5.0,"3,501"
19,107/10/29,"3,762,771","1,118,771,640",295.0,303.5,293.0,298.5,2.5,"2,480"
20,107/10/30,"3,962,101","1,181,927,098",298.0,304.0,296.0,298.0,-0.5,"2,685"
21,107/10/31,"5,281,077","1,627,745,870",304.5,311.5,301.5,311.5,13.5,"3,584"
