,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,105/12/01,"4,442,169","1,051,434,131",233.5,238.5,233.0,237.5,6.0,"2,950"
1,105/12/02,"3,402,469","803,378,385",234.5,239.5,234.0,237.5,0.0,"2,313"
2,105/12/05,"2,619,761","613,275,813",236.0,237.0,233.0,233.0,-4.5,"1,760"
3,105/12/06,"5,097,389","1,204,710,109",236.0,238.0,235.0,236.0,3.0,"3,235"
4,105/12/07,"2,814,790","658,972,961",237.5,238.0,233.0,233.5,-2.5,"2,012"
5,105/12/08,"3,300,431","774,550,354",235.0,236.0,233.5,234.0,0.5,"2,061"
6,105/12/09,"2,841,806","666,664,284",236.5,236.5,233.5,233.5,-0.5,"1,584"
7,105/12/12,"3,739,532","881,369,552",236.0,237.0,234.0,235.5,2.0,"2,161"
8,105/12/13,"3,657,466","857,569,241",234.0,236.0,233.0,235.0,-0.5,"2,491"
9,105/12/14,"3,327,524","785,162,140",236.5,238.0,234.5,236.5,1.5,"2,234"
10,105/12/15,"3,190,940","757,010,685",235.5,240.0,234.0,239.0,2.5,"2,002"
11,105/12/16,"4,956,872","1,176,057,724",240.0,240.5,235.5,235.5,-3.5,"1,895"
12,105/12/19,"3,422,120","794,175,035",235.0,235.0,229.5,229.5,-6.0,"1,750"
13,105/12/20,"3,509,070","797,165,600",230.5,232.0,225.5,227.0,-2.5,"2,092"
14,105/12/21,"2,758,852","623,153,871",228.0,228.5,225.0,225.0,-2.0,"1,395"
15,105/12/22,"3,185,303","704,984,712",224.5,225.0,220.0,220.0,-5.0,"2,193"
16,105/12/23,"2,621,778","579,598,323",220.0,223.5,219.5,221.5,1.5,"1,607"
17,105/12/26,"743,120","164,503,140",223.0,223.0,220.5,221.5,0.0,539
18,105/12/27,"1,219,092","271,009,562",221.5,224.0,220.5,223.0,1.5,780
19,105/12/28,"1,780,497","400,174,573",224.0,226.0,223.0,224.0,1.0,"1,308"
20,105/12/29,"1,497,712","332,505,776",222.0,223.5,221.0,221.0,-3.0,"1,051"
21,105/12/30,"1,914,091","427,574,925",222.5,224.5,221.5,224.0,3.0,"1,265"
