,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,103/11/03,"6,741,642","1,738,718,562",256.0,261.0,252.5,261.0,5.0,"4,530"
1,103/11/04,"7,022,063","1,851,193,695",261.0,267.5,259.5,265.0,4.0,"4,682"
2,103/11/05,"6,657,311","1,759,857,671",268.0,270.0,260.0,260.0,-5.0,"4,518"
3,103/11/06,"4,693,530","1,222,825,920",261.0,262.5,259.0,261.0,1.0,"2,986"
4,103/11/07,"10,767,861","2,849,838,370",266.0,267.5,262.0,263.0,2.0,"6,458"
5,103/11/10,"8,486,117","2,219,645,037",263.0,265.5,259.0,259.0,-4.0,"5,293"
6,103/11/11,"14,551,796","3,674,678,092",259.0,260.5,248.5,250.5,-8.5,"10,034"
7,103/11/12,"17,371,182","4,219,192,412",246.5,249.5,237.5,239.0,-11.5,"11,479"
8,103/11/13,"22,686,992","5,400,175,714",239.0,244.0,231.5,240.5,1.5,"14,567"
9,103/11/14,"11,419,069","2,770,835,298",241.5,245.5,239.0,243.0,2.5,"6,797"
10,103/11/17,"8,909,333","2,199,932,251",245.0,249.5,244.0,247.0,4.0,"5,736"
11,103/11/18,"11,991,100","2,988,264,620",250.0,251.0,247.0,250.5,3.5,"7,174"
12,103/11/19,"10,016,157","2,487,386,436",251.5,253.0,246.0,247.5,-3.0,"5,534"
13,103/11/20,"11,571,093","2,902,774,436",247.5,256.0,245.5,251.0,3.5,"7,132"
14,103/11/21,"7,436,049","1,889,580,016",252.5,257.5,249.0,255.5,4.5,"4,743"
15,103/11/24,"4,041,322","1,029,161,945",257.5,258.0,253.0,253.5,-2.0,"2,654"
16,103/11/25,"7,413,864","1,894,406,651",253.5,258.5,252.5,252.5,-1.0,"4,614"
17,103/11/26,"11,463,861","2,975,151,943",254.5,263.0,253.5,263.0,10.5,"7,337"
18,103/11/27,"9,413,339","2,497,346,976",265.0,267.5,262.0,262.5,-0.5,"5,809"
