,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,108/01/02,"2,333,972","532,618,623",230.0,231.0,226.5,228.0,3.0,"1,698"
1,108/01/03,"6,975,875","1,523,045,680",221.5,223.5,214.0,215.0,-13.0,"4,602"
2,108/01/04,"12,278,135","2,457,453,175",206.5,206.5,196.5,199.5,-15.5,"7,766"
3,108/01/07,"6,706,674","1,402,075,036",207.0,212.0,206.0,211.5,12.0,"4,815"
4,108/01/08,"8,861,669","1,793,055,983",203.0,206.5,199.0,206.0,-5.5,"5,602"
5,108/01/09,"7,442,858","1,576,275,035",207.5,217.0,207.0,213.5,7.5,"5,274"
6,108/01/10,"2,923,814","620,661,286",212.5,215.0,209.5,212.0,-1.5,"2,029"
7,108/01/11,"5,081,604","1,093,571,952",216.5,219.0,211.5,212.0,0.0,"3,700"
8,108/01/14,"5,852,905","1,204,694,835",210.0,211.0,203.0,206.5,-5.5,"4,179"
9,108/01/15,"5,377,395","1,122,386,450",209.5,210.5,207.0,208.5,2.0,"3,323"
10,108/01/16,"4,203,443","882,056,747",209.0,212.5,208.0,210.0,1.5,"2,584"
11,108/01/17,"5,800,254","1,240,711,822",214.0,216.5,212.0,212.5,2.5,"3,199"
12,108/01/18,"10,481,204","2,332,326,284",216.5,227.5,215.0,224.5,12.0,"7,094"
13,108/01/21,"8,243,096","1,902,680,484",230.0,234.5,228.0,229.5,5.0,"5,842"
14,108/01/22,"4,475,956","997,875,188",227.0,227.0,221.5,221.5,-8.0,"3,100"
15,108/01/23,"2,766,939","604,739,604",218.0,220.5,217.0,219.0,-2.5,"2,162"
16,108/01/24,"4,974,011","1,120,845,975",224.0,227.5,222.5,225.0,6.0,"3,357"
17,108/01/25,"4,027,292","910,798,576",227.0,228.0,223.5,228.0,3.0,"2,854"
18,108/01/28,"4,592,110","1,061,554,410",230.0,234.0,226.0,229.5,1.5,"3,459"
19,108/01/29,"3,924,941","890,577,335",225.0,231.0,224.0,230.5,1.0,"2,647"
20,108/01/30,"5,900,813","1,376,264,796",234.5,237.0,231.0,231.5,1.0,"3,564"
