,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,106/06/01,"1,449,394","462,919,292",318.0,321.5,317.0,320.0,2.0,"1,246"
1,106/06/02,"4,203,369","1,358,744,630",322.5,325.5,322.0,322.0,2.0,"2,127"
2,106/06/03,"1,561,474","509,470,472",325.0,328.5,321.0,328.0,6.0,"1,209"
3,106/06/05,"7,600,680","2,563,378,667",331.0,341.5,331.0,339.0,11.0,"5,086"
4,106/06/06,"13,027,739","4,587,423,606",345.0,361.0,343.5,354.0,15.0,"8,011"
5,106/06/07,"7,508,584","2,627,216,064",357.5,358.0,346.0,346.0,-8.0,"5,357"
6,106/06/08,"7,317,882","2,584,841,586",346.0,356.5,346.0,354.0,8.0,"3,824"
7,106/06/09,"4,557,914","1,624,783,204",351.0,360.5,351.0,358.0,4.0,"3,103"
8,106/06/12,"3,367,370","1,193,274,794",351.0,357.0,351.0,356.0,-2.0,"2,264"
9,106/06/13,"3,396,485","1,192,576,483",353.5,354.5,349.0,351.5,-4.5,"2,630"
10,106/06/14,"6,597,079","2,381,571,361",358.0,366.0,356.5,361.0,9.5,"4,713"
11,106/06/15,"3,883,758","1,385,515,848",365.0,365.0,353.5,356.0,-5.0,"2,858"
12,106/06/16,"3,663,834","1,315,509,740",356.0,362.0,352.0,362.0,6.0,"2,568"
13,106/06/19,"3,495,851","1,256,799,158",360.5,363.0,358.0,358.0,-4.0,"2,596"
14,106/06/20,"7,295,561","2,683,726,155",363.0,371.5,363.0,368.0,10.0,"5,787"
15,106/06/21,"3,118,587","1,142,538,136",366.0,370.0,362.5,369.0,1.0,"2,457"
16,106/06/22,"3,076,625","1,128,992,250",366.0,371.0,365.5,366.0,-3.0,"2,242"
17,106/06/23,"8,261,197","3,082,814,708",376.0,382.5,364.0,364.0,-2.0,"6,259"
18,106/06/26,"5,420,770","1,993,946,900",364.0,372.0,363.5,372.0,8.0,"3,788"
19,106/06/27,"3,301,653","1,230,040,763",373.5,377.0,369.0,372.0,0.0,"2,654"
20,106/06/28,"4,003,296","1,461,353,888",368.0,369.0,361.0,364.5,-7.5,"3,093"
21,106/06/29,"3,082,143","1,123,908,266",368.0,369.5,362.0,362.0,-2.5,"2,486"
22,106/06/30,"3,639,580","1,313,493,140",362.0,366.0,357.0,363.5,1.5,"2,596"
