,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,104/10/01,"7,405,053","2,599,917,971",352.5,355.0,345.0,353.5,3.0,"4,670"
1,104/10/02,"4,857,143","1,719,401,922",351.5,357.5,348.0,355.0,1.5,"3,647"
2,104/10/05,"4,929,028","1,730,649,240",359.0,359.5,348.0,348.5,-6.5,"3,384"
3,104/10/06,"8,428,448","2,989,496,480",357.0,360.0,350.0,350.0,1.5,"5,296"
4,104/10/07,"6,381,643","2,239,482,159",352.5,354.0,347.0,353.5,3.5,"4,601"
5,104/10/08,"7,791,264","2,780,859,720",358.0,364.0,350.0,353.0,-0.5,"5,015"
6,104/10/12,"4,268,254","1,499,003,515",355.0,356.0,348.5,350.5,-2.5,"2,871"
7,104/10/13,"6,368,839","2,229,539,245",348.0,354.5,347.0,352.5,2.0,"4,131"
8,104/10/14,"4,030,257","1,407,412,936",350.0,351.5,348.0,348.0,-4.5,"2,817"
9,104/10/15,"5,056,721","1,755,519,084",353.0,353.0,342.5,343.0,-5.0,"3,096"
10,104/10/16,"8,601,864","2,882,263,440",345.0,345.5,330.5,331.0,-12.0,"5,965"
11,104/10/19,"8,104,736","2,648,236,034",330.0,333.5,323.0,324.0,-7.0,"5,198"
12,104/10/20,"6,134,739","2,000,801,537",329.5,331.5,322.5,322.5,-1.5,"4,523"
13,104/10/21,"6,831,476","2,209,076,178",324.0,328.0,318.5,327.0,4.5,"4,598"
14,104/10/22,"4,090,089","1,348,551,409",327.5,332.0,327.0,329.5,2.5,"3,086"
15,104/10/23,"7,951,570","2,681,815,370",335.0,341.0,332.5,336.0,6.5,"5,769"
16,104/10/26,"4,558,044","1,560,183,724",340.0,345.0,340.0,342.0,6.0,"3,247"
17,104/10/27,"9,216,687","3,031,722,984",333.0,335.5,324.5,324.5,-17.5,"6,767"
18,104/10/28,"5,226,328","1,698,177,928",325.0,329.5,321.0,323.0,-1.5,"4,082"
19,104/10/29,"5,401,529","1,752,318,867",327.0,329.5,321.5,321.5,-1.5,"3,765"
