,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,103/04/01,"4,024,387","895,583,301",222.5,223.0,221.0,223.0,2.5,"2,089"
1,103/04/02,"6,390,669","1,445,342,194",225.0,228.0,224.0,226.5,3.5,"3,723"
2,103/04/03,"6,224,408","1,415,689,524",227.5,229.0,225.0,229.0,2.5,"3,372"
3,103/04/07,"6,833,173","1,559,234,598",231.0,232.5,225.0,226.0,-3.0,"4,198"
4,103/04/08,"3,436,546","774,585,619",227.0,228.0,223.0,225.5,-0.5,"2,298"
5,103/04/09,"4,575,823","1,042,178,043",227.5,228.5,227.0,228.5,3.0,"2,718"
6,103/04/10,"6,308,306","1,439,873,803",230.0,231.0,225.5,226.0,-2.5,"4,026"
7,103/04/11,"4,755,592","1,063,176,608",224.0,225.5,222.0,224.0,-2.0,"2,747"
8,103/04/14,"3,371,842","748,186,266",223.0,224.0,220.5,223.0,-1.0,"1,622"
9,103/04/15,"5,616,840","1,249,921,208",224.5,225.0,220.5,220.5,-2.5,"3,346"
10,103/04/16,"15,545,328","3,584,210,096",222.0,235.0,222.0,232.5,12.0,"8,656"
11,103/04/17,"17,395,490","4,208,014,110",236.0,246.0,236.0,239.0,6.5,"10,157"
12,103/04/18,"4,653,769","1,112,834,253",242.0,244.0,236.0,237.0,-2.0,"3,217"
13,103/04/21,"6,098,445","1,458,341,855",238.5,241.0,237.5,239.0,2.0,"4,536"
14,103/04/22,"9,715,288","2,383,113,060",240.5,248.0,240.5,245.0,6.0,"6,757"
15,103/04/23,"8,154,400","2,036,063,300",247.0,253.0,246.5,247.0,2.0,"5,964"
16,103/04/24,"12,913,152","3,343,992,744",260.0,263.5,254.5,263.0,16.0,"8,067"
17,103/04/25,"13,297,545","3,423,967,520",263.0,263.0,254.0,256.5,-6.5,"7,977"
18,103/04/28,"14,498,475","3,866,179,675",255.0,274.0,253.0,274.0,17.5,"8,664"
19,103/04/29,"15,438,973","4,204,264,588",274.0,277.5,267.0,273.5,-0.5,"9,826"
