,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,106/07/03,"1,955,339","710,669,398",362.0,365.5,360.5,365.0,1.5,"1,481"
1,106/07/04,"3,580,691","1,303,897,260",368.0,369.0,359.5,359.5,-5.5,"2,517"
2,106/07/05,"4,257,684","1,551,448,212",362.0,370.0,356.0,370.0,10.5,"3,140"
3,106/07/06,"4,617,243","1,727,753,639",375.5,377.0,372.0,374.0,4.0,"3,361"
4,106/07/07,"2,202,943","815,632,524",372.5,373.0,368.0,368.0,-6.0,"1,622"
5,106/07/10,"2,678,991","991,645,188",370.5,372.0,368.5,370.0,2.0,"1,867"
6,106/07/11,"7,835,857","2,964,921,089",371.0,381.0,371.0,378.0,8.0,"5,324"
7,106/07/12,"4,539,432","1,732,486,797",381.0,384.0,378.0,384.0,6.0,"3,373"
8,106/07/13,"2,457,914","939,097,540",384.0,384.0,380.0,380.5,-3.5,"1,674"
9,106/07/14,"4,568,403","1,761,628,446",384.0,388.0,383.0,386.0,5.5,"3,118"
10,106/07/17,"2,517,078","969,500,952",383.0,387.0,383.0,386.0,0.0,"1,466"
11,106/07/18,"3,514,031","1,352,899,373",385.0,387.0,383.0,383.0,-3.0,"2,037"
12,106/07/19,"4,552,932","1,721,447,364",379.5,381.0,375.0,377.0,-6.0,"3,303"
13,106/07/20,"6,666,764","2,458,530,416",373.0,375.0,361.5,367.0,-10.0,"4,485"
14,106/07/21,"8,395,780","3,029,737,900",364.0,365.0,358.0,359.5,-7.5,"5,160"
15,106/07/24,"4,589,223","1,678,509,203",360.0,369.0,360.0,369.0,9.5,"3,056"
16,106/07/25,"2,502,299","925,874,831",372.0,372.5,367.5,369.0,0.0,"2,035"
17,106/07/26,"3,295,664","1,211,646,532",370.0,371.5,362.5,362.5,-6.5,"2,078"
18,106/07/27,"3,276,946","1,198,608,790",367.0,368.0,363.5,365.0,2.5,"2,338"
19,106/07/28,"3,809,538","1,372,586,680",365.0,366.5,356.0,356.0,-9.0,"2,841"
20,106/07/31,"7,541,689","2,634,132,528",355.0,357.0,347.0,347.0,-9.0,"5,028"
