,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,104/01/05,"3,379,236","838,724,113",246.5,250.0,246.0,249.5,3.0,"2,190"
1,104/01/06,"6,722,335","1,657,100,240",249.0,251.5,243.0,243.0,-6.5,"4,415"
2,104/01/07,"5,268,600","1,298,098,700",243.0,249.5,242.5,246.5,3.5,"3,692"
3,104/01/08,"5,700,506","1,438,158,259",248.5,254.0,248.5,253.5,7.0,"4,047"
4,104/01/09,"4,219,273","1,076,823,842",255.0,257.5,253.5,255.0,1.5,"2,961"
5,104/01/12,"2,681,988","682,840,976",255.0,256.5,253.0,253.0,-2.0,"1,974"
6,104/01/13,"4,400,973","1,120,460,642",251.5,256.0,251.0,255.5,2.5,"3,257"
7,104/01/14,"6,258,273","1,605,379,842",255.5,261.5,253.0,253.0,-2.5,"4,133"
8,104/01/15,"5,597,387","1,442,427,532",257.0,259.5,255.0,259.5,6.5,"3,714"
9,104/01/16,"4,678,058","1,200,593,929",258.5,259.0,254.0,257.5,-2.0,"2,973"
10,104/01/19,"3,143,413","813,349,467",260.0,261.0,257.0,259.0,1.5,"2,106"
11,104/01/20,"10,045,789","2,666,515,163",261.0,268.5,259.0,267.0,8.0,"6,160"
12,104/01/21,"8,792,632","2,372,889,904",267.0,273.0,266.5,273.0,6.0,"5,720"
13,104/01/22,"9,823,350","2,697,842,866",273.5,279.0,270.5,273.0,0.0,"6,047"
14,104/01/23,"10,076,737","2,819,900,449",278.0,282.0,277.0,282.0,9.0,"6,020"
15,104/01/26,"6,455,190","1,792,785,510",281.5,281.5,275.5,279.0,-3.0,"4,045"
16,104/01/27,"5,701,888","1,599,951,798",282.5,285.0,278.5,278.5,-0.5,"3,893"
17,104/01/28,"8,210,249","2,313,758,926",281.0,284.0,279.5,284.0,5.5,"4,908"
18,104/01/29,"5,599,869","1,565,854,082",284.0,284.0,277.0,277.0,-7.0,"3,462"
