,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,107/12/03,"12,300,486","3,472,711,261",275.0,289.0,274.0,283.5,19.0,"8,600"
1,107/12/04,"9,096,875","2,477,508,430",276.0,279.0,268.0,268.0,-15.5,"6,369"
2,107/12/05,"4,776,180","1,250,406,200",261.0,265.5,259.0,263.0,-5.0,"3,612"
3,107/12/06,"11,858,919","2,860,703,803",249.5,250.0,237.0,237.0,-26.0,"8,571"
4,107/12/07,"11,327,540","2,683,007,480",237.0,239.5,235.0,236.0,-1.0,"8,217"
5,107/12/10,"11,177,403","2,469,457,466",230.0,234.0,213.5,219.5,-16.5,"7,599"
6,107/12/11,"12,283,901","2,651,935,319",217.5,220.0,211.5,217.0,-2.5,"7,802"
7,107/12/12,"11,155,045","2,517,233,805",222.5,228.5,220.5,227.5,10.5,"6,030"
8,107/12/13,"8,481,619","1,910,548,489",226.0,230.0,220.5,230.0,2.5,"5,513"
9,107/12/14,"4,913,018","1,106,135,614",229.5,229.5,222.5,225.0,-5.0,"3,258"
10,107/12/17,"3,413,588","763,515,388",222.0,226.0,219.0,225.5,0.5,"2,486"
11,107/12/18,"6,450,000","1,459,615,490",225.5,231.5,221.5,222.0,-3.5,"4,291"
12,107/12/19,"4,628,196","1,048,544,492",224.0,229.0,223.0,228.0,6.0,"3,610"
13,107/12/20,"4,716,769","1,072,352,525",228.0,230.0,224.0,224.0,-4.0,"3,662"
14,107/12/21,"4,449,523","996,912,175",222.0,227.0,221.0,225.0,1.0,"2,770"
15,107/12/22,"886,737","198,150,192",223.0,224.5,222.5,223.5,-1.5,743
16,107/12/24,"1,368,048","307,696,944",224.5,227.0,222.5,227.0,3.5,"1,127"
17,107/12/25,"2,490,748","548,387,304",220.0,222.0,218.5,221.0,-6.0,"1,849"
18,107/12/26,"2,018,269","453,809,218",223.0,227.0,221.5,221.5,0.5,"1,699"
19,107/12/27,"2,799,537","637,980,086",228.5,230.0,225.0,225.5,4.0,"2,076"
20,107/12/28,"1,652,481","373,383,461",227.0,227.5,225.0,225.0,-0.5,"1,141"
