,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,107/11/01,"8,308,826","2,590,560,930",309.5,318.5,303.0,303.0,-8.5,"5,850"
1,107/11/02,"12,754,451","3,703,554,201",283.5,299.5,281.0,299.5,-3.5,"8,247"
2,107/11/05,"16,498,758","4,703,259,636",293.5,295.0,278.0,290.0,-9.5,"9,371"
3,107/11/06,"19,992,860","5,434,993,700",275.0,279.0,265.5,267.0,-23.0,"12,263"
4,107/11/07,"10,106,744","2,723,185,268",270.0,274.5,265.0,270.0,3.0,"6,509"
5,107/11/08,"12,239,491","3,294,660,588",276.0,278.5,262.5,262.5,-7.5,"7,348"
6,107/11/09,"5,818,474","1,543,086,234",262.0,268.5,260.5,268.5,6.0,"3,878"
7,107/11/12,"4,266,808","1,124,717,329",263.0,265.5,261.0,264.5,-4.0,"3,137"
8,107/11/13,"11,908,101","2,981,493,385",245.0,256.5,244.0,256.5,-8.0,"7,689"
9,107/11/14,"6,421,022","1,648,918,154",255.5,260.5,255.0,255.5,-1.0,"3,997"
10,107/11/15,"8,061,417","2,018,153,667",257.0,257.0,247.0,249.0,-6.5,"5,014"
11,107/11/16,"5,759,429","1,456,416,324",252.0,255.0,251.0,253.0,4.0,"3,425"
12,107/11/19,"4,642,486","1,214,519,041",255.0,264.5,254.0,264.0,11.0,"3,551"
13,107/11/20,"5,542,818","1,448,113,538",257.5,265.5,256.5,262.5,-1.5,"3,965"
14,107/11/21,"9,563,367","2,434,985,124",255.0,257.5,250.0,256.0,-6.5,"6,236"
15,107/11/22,"7,384,099","1,850,865,552",256.0,259.0,245.5,245.5,-10.5,"5,324"
16,107/11/23,"5,627,829","1,363,621,618",246.5,247.5,239.0,241.0,-4.5,"4,209"
17,107/11/26,"3,339,064","820,441,530",242.0,248.5,242.0,247.5,6.5,"2,592"
18,107/11/27,"4,925,206","1,196,503,264",246.0,247.0,241.0,242.0,-5.5,"3,599"
19,107/11/28,"4,844,594","1,204,538,376",244.5,252.0,243.5,250.0,8.0,"3,541"
20,107/11/29,"7,341,405","1,876,481,661",260.0,260.0,252.5,252.5,2.5,"4,930"
21,107/11/30,"9,798,248","2,573,584,581",254.5,267.5,253.0,264.5,12.0,"6,216"
