,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,107/06/01,"3,689,024","1,302,991,996",348.5,358.0,347.0,356.0,7.5,"2,619"
1,107/06/04,"5,865,405","2,127,862,460",360.0,365.0,359.0,363.5,7.5,"3,833"
2,107/06/05,"4,171,293","1,517,629,003",364.0,365.5,360.5,365.5,2.0,"2,745"
3,107/06/06,"7,127,593","2,597,291,050",361.0,369.0,358.5,364.5,-1.0,"4,418"
4,107/06/07,"3,900,238","1,398,573,189",364.0,364.5,356.5,357.5,-7.0,"2,712"
5,107/06/08,"5,609,271","1,965,447,662",354.5,359.5,345.5,346.0,-11.5,"4,051"
6,107/06/11,"4,338,530","1,491,933,658",345.0,349.0,338.5,347.5,1.5,"3,220"
7,107/06/12,"2,564,248","883,822,808",344.5,348.0,342.0,344.5,-3.0,"1,863"
8,107/06/13,"2,135,848","743,932,782",348.5,351.0,347.0,347.0,2.5,"1,606"
9,107/06/14,"3,134,756","1,080,461,308",347.0,347.0,343.0,344.0,-3.0,"1,780"
10,107/06/15,"3,990,098","1,398,941,939",347.5,352.5,345.0,352.5,8.5,"2,330"
11,107/06/19,"3,422,243","1,195,319,550",348.0,352.5,346.0,350.0,-2.5,"2,235"
12,107/06/20,"2,057,334","711,218,398",350.0,351.0,343.5,345.5,-4.5,"1,611"
13,107/06/21,"2,268,699","784,808,707",348.5,352.0,342.5,342.5,-3.0,"1,575"
14,107/06/22,"3,341,655","1,117,305,248",340.0,340.5,331.5,334.0,-8.5,"2,491"
15,107/06/25,"1,348,671","448,984,929",333.0,336.0,331.0,331.0,-3.0,"1,117"
16,107/06/26,"1,396,575","463,127,925",326.5,337.5,326.5,337.5,6.5,"1,152"
17,107/06/27,"1,694,349","570,183,868",338.5,340.0,332.5,332.5,-5.0,"1,401"
18,107/06/28,"1,241,405","412,114,865",329.0,335.0,328.5,334.0,1.5,939
19,107/06/29,"2,686,281","906,219,759",332.0,341.0,332.0,341.0,7.0,"1,690"
