,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,106/05/02,"3,110,587","961,830,796",311.0,313.0,308.0,308.5,-1.5,"1,864"
1,106/05/03,"6,195,863","1,939,100,530",310.0,316.5,309.0,311.0,2.5,"4,104"
2,106/05/04,"3,412,796","1,067,021,852",314.0,314.5,310.0,313.5,2.5,"2,488"
3,106/05/05,"3,410,766","1,071,115,460",314.5,317.5,311.0,311.0,-2.5,"2,201"
4,106/05/08,"8,876,027","2,843,984,617",317.5,323.5,317.5,321.0,10.0,"5,601"
5,106/05/09,"11,927,063","3,955,627,105",324.0,338.5,324.0,337.0,16.0,"7,192"
6,106/05/10,"5,568,172","1,845,735,896",335.0,336.0,327.5,329.0,-8.0,"4,112"
7,106/05/11,"4,428,022","1,437,421,106",329.0,331.5,321.0,323.0,-6.0,"3,168"
8,106/05/12,"4,987,661","1,594,757,839",326.0,326.0,316.0,319.0,-4.0,"3,511"
9,106/05/15,"7,390,835","2,435,836,054",323.5,334.0,322.0,330.5,11.5,"4,045"
10,106/05/16,"6,729,778","2,228,991,199",333.5,337.5,325.0,327.0,-3.5,"4,105"
11,106/05/17,"2,862,602","943,709,956",328.0,333.0,326.0,333.0,6.0,"2,176"
12,106/05/18,"4,320,623","1,396,753,214",325.0,326.0,321.0,321.5,-11.5,"2,994"
13,106/05/19,"3,111,224","997,911,352",323.0,323.5,318.5,319.0,-2.5,"2,228"
14,106/05/22,"5,899,907","1,869,535,389",317.0,320.0,315.0,317.5,-1.5,"3,630"
15,106/05/23,"3,131,057","1,012,097,354",320.5,326.0,319.5,324.0,6.5,"2,268"
16,106/05/24,"2,473,705","803,460,973",324.0,326.0,322.0,326.0,2.0,"1,751"
17,106/05/25,"1,501,639","485,352,258",324.0,326.0,320.5,323.0,-3.0,"1,126"
18,106/05/26,"2,272,009","731,089,390",325.5,325.5,318.0,324.0,1.0,"1,581"
19,106/05/31,"3,143,227","1,005,699,116",323.5,324.0,318.0,318.0,-6.0,"1,931"
