,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,108/09/02,"1,782,408","395,775,368",222.0,224.0,221.0,221.0,+0.50,"1,427"
1,108/09/03,"4,208,645","944,387,485",221.5,226.5,221.5,223.5,+2.50,"2,543"
2,108/09/04,"7,424,349","1,697,967,270",225.0,230.5,224.5,230.0,+6.50,"4,622"
3,108/09/05,"6,437,008","1,481,860,332",234.0,235.5,226.5,228.0,-2.00,"4,514"
4,108/09/06,"4,710,100","1,078,852,000",228.5,230.5,227.0,229.5,+1.50,"2,843"
5,108/09/09,"4,491,016","1,021,953,148",227.5,230.0,226.0,227.0,-2.50,"2,259"
6,108/09/10,"4,906,833","1,120,889,257",229.0,231.0,226.5,227.0, 0.00,"2,567"
7,108/09/11,"11,946,888","2,791,121,329",232.0,236.0,230.0,233.5,+6.50,"6,756"
8,108/09/12,"8,109,396","1,914,657,956",236.0,238.5,234.5,235.0,+1.50,"4,993"
9,108/09/16,"10,798,130","2,422,600,010",226.0,228.5,224.0,226.5,X0.00,"5,112"
10,108/09/17,"2,830,281","643,331,068",227.5,228.5,226.0,227.5,+1.00,"2,074"
11,108/09/18,"4,682,164","1,076,948,952",228.5,231.5,228.0,231.5,+4.00,"3,299"
12,108/09/19,"3,838,710","887,208,010",232.0,233.5,229.0,231.0,-0.50,"2,284"
13,108/09/20,"5,520,875","1,278,946,484",231.0,233.0,230.0,231.0, 0.00,"2,508"
14,108/09/23,"2,081,099","479,741,313",230.0,232.0,229.0,231.0, 0.00,"1,314"
15,108/09/24,"5,639,580","1,316,761,343",232.5,235.0,231.5,233.0,+2.00,"3,268"
16,108/09/25,"10,196,055","2,383,499,941",233.5,238.0,228.5,236.0,+3.00,"6,150"
17,108/09/26,"7,095,269","1,674,331,304",237.5,237.5,233.5,234.0,-2.00,"4,826"
18,108/09/27,"5,018,625","1,179,706,554",236.0,237.0,231.5,235.0,+1.00,"3,671"
