,Date,Number of stocks traded,turnover,Opening price,Highest price,Lowest price,Closing price,Price difference,Number of transactions
0,107/08/01,"5,280,199","2,024,761,319",378.5,386.0,378.5,383.5,7.0,"3,574"
1,107/08/02,"6,298,902","2,330,332,328",380.5,386.0,360.0,364.0,-19.5,"4,527"
2,107/08/03,"6,496,412","2,408,909,730",369.0,373.5,368.0,371.0,7.0,"3,694"
3,107/08/06,"3,272,627","1,212,802,990",371.0,373.0,365.0,371.5,0.5,"2,413"
4,107/08/07,"8,765,888","3,319,633,158",378.5,382.0,375.0,376.5,5.0,"5,532"
5,107/08/08,"5,864,844","2,204,442,963",375.5,379.0,373.0,374.5,-2.0,"2,641"
6,107/08/09,"2,999,580","1,121,701,840",374.5,375.0,371.0,374.0,-0.5,"1,711"
7,107/08/10,"3,148,920","1,188,857,920",374.0,379.5,372.5,378.0,4.0,"2,126"
8,107/08/13,"5,946,098","2,173,875,892",375.0,375.0,358.0,364.0,-14.0,"3,718"
9,107/08/14,"3,434,049","1,261,405,603",365.0,371.0,363.0,364.0,0.0,"2,361"
10,107/08/15,"3,403,085","1,241,065,525",364.0,369.0,362.0,363.0,-1.0,"2,486"
11,107/08/16,"4,089,989","1,502,340,554",360.0,371.0,355.0,368.0,5.0,"2,469"
12,107/08/17,"3,525,237","1,283,740,075",369.0,370.5,361.0,361.5,-6.5,"2,445"
13,107/08/20,"2,607,821","941,299,894",360.0,366.5,357.0,360.5,-1.0,"1,983"
14,107/08/21,"1,733,117","632,793,111",361.5,367.0,361.0,366.5,6.0,"1,332"
15,107/08/22,"3,114,055","1,121,442,075",363.5,364.5,358.0,360.0,-6.5,"2,236"
16,107/08/23,"2,319,384","842,008,849",360.0,365.5,359.5,364.5,4.5,"2,018"
17,107/08/24,"2,700,879","970,871,756",360.0,361.5,358.0,360.5,-4.0,"1,890"
18,107/08/27,"2,284,094","832,103,592",362.5,365.5,362.5,365.0,4.5,"1,715"
19,107/08/28,"4,472,602","1,649,527,431",365.5,371.0,365.5,368.5,3.5,"2,998"
20,107/08/29,"4,176,315","1,548,871,365",368.5,374.5,365.5,372.5,4.0,"2,919"
21,107/08/30,"2,681,312","1,000,966,688",370.5,375.0,370.5,372.5,0.0,"2,025"
22,107/08/31,"3,336,326","1,249,742,424",371.0,376.5,371.0,376.5,4.0,"1,956"
