,Post_Date_Time,News_ID,Headline,Author,Article_Content,Related_Stock_Number,Source
0,2015-12-10 21:12,309283,◆台灣集中市場融資融券餘額增減前30名個股,鉅亨網台北資料中心,【鉅亨網台北資料中心】◆融資餘額增加前30名　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 本　　日　前一交易日　股票 股票名稱　融資增加　融資餘額　 融資餘額　 3519　綠能　　　　　3305　　 29921　　　 26616　2516　新建　　　　　1764　　 10378　　　　8614　2353　宏碁　　　　　1698　　 79900　　　 78202　2610　華航　　　　　1651　　 68796　　　 67145　2891　中信金　　　　1541　　 94145　　　 92604　3017　奇鋐　　　　　1439　　 27602　　　 26163　2615　萬海　　　　　1430　　 25485　　　 24055　00637L滬深2X　　　　1320　　261922　　　260602　2885　元大金　　　　1301　　 58405　　　 57104　2849　安泰銀　　　　1261　　　6888　　　　5627　2609　陽明　　　　　1213　　 70924　　　 69711　2498　宏達電　　　　1166　　 27609　　　 26443　4906　正文　　　　　1123　　 13320　　　 12197　2371　大同　　　　　1043　　187315　　　186272　2618　長榮航　　　　1005　　 82117　　　 81112　00633L上証2X　　　　 959　　150229　　　149270　2419　仲琦　　　　　 897　　 15077　　　 14180　2883　開發金　　　　 872　　106350　　　105478　4934　太極　　　　　 754　　 37513　　　 36759　00640L日本2X　　　　 724　　　2377　　　　1653　2323　中環　　　　　 718　　 85834　　　 85116　2889　國票金　　　　 661　　 15271　　　 14610　2823　中壽　　　　　 632　　 26258　　　 25626　2317　鴻海　　　　　 588　　 84290　　　 83702　1218　泰山　　　　　 562　　　3491　　　　2929　2542　興富發　　　　 562　　 16120　　　 15558　2455　全新　　　　　 556　　 19827　　　 19271　2201　裕隆　　　　　 546　　　8780　　　　8234　3231　緯創　　　　　 520　　 49767　　　 49247　2367　燿華　　　　　 429　　 23649　　　 23220　　◆融資餘額減少前30名　　　　　　　　　　　　　 本　　日　前一交易日　股票 股票名稱　融資減少　融資餘額　 融資餘額　 2409　友達　　　　 -7891　　262447　　　270338　2303　聯電　　　　 -6349　　106402　　　112751　2356　英業達　　　 -5046　　 34731　　　 39777　2485　兆赫　　　　 -2743　　 23590　　　 26333　00632RT50反1　　　 -2268　　 61268　　　 63536　3481　群創　　　　 -1587　　240797　　　242384　2886　兆豐金　　　 -1411　　 18577　　　 19988　2313　華通　　　　 -1145　　 56304　　　 57449　2867　三商壽　　　　-722　　 12021　　　 12743　2882　國泰金　　　　-684　　 42034　　　 42718　3003　健和興　　　　-666　　 10230　　　 10896　2492　華新科　　　　-661　　　8309　　　　8970　3673　F-TPK　　　　 -613　　 41653　　　 42266　2614　東森　　　　　-557　　　7192　　　　7749　2331　精英　　　　　-556　　 21995　　　 22551　00639 深100　　　　 -556　　 15500　　　 16056　8105　凌巨　　　　　-535　　 28963　　　 29498　6116　彩晶　　　　　-524　　117580　　　118104　2312　金寶　　　　　-509　　 66680　　　 67189　1802　台玻　　　　　-494　　 11235　　　 11729　3474　華亞科　　　　-494　　162693　　　163187　1522　堤維西　　　　-463　　 10440　　　 10903　5880　合庫金　　　　-450　　 23454　　　 23904　1789　神隆　　　　　-400　　 14083　　　 14483　2880　華南金　　　　-380　　　9201　　　　9581　1605　華新　　　　　-376　　 58888　　　 59264　2324　仁寶　　　　　-359　　 30186　　　 30545　3514　昱晶　　　　　-351　　 37166　　　 37517　2881　富邦金　　　　-344　　 29429　　　 29773　2352　佳世達　　　　-342　　 74749　　　 75091　　◆融券餘額增加前30名　　　　　　　　　　　　　 本　　日　前一交易日　股票 股票名稱　融券增加　融券餘額　 融券餘額　 3481　群創　　　　　4756　　　7131　　　　2375　3519　綠能　　　　　2962　　　9594　　　　6632　2881　富邦金　　　　1214　　　4138　　　　2924　2353　宏碁　　　　　1007　　　9725　　　　8718　2409　友達　　　　　 938　　　9792　　　　8854　2345　智邦　　　　　 708　　　7456　　　　6748　2885　元大金　　　　 704　　 30058　　　 29354　1464　得力　　　　　 564　　　5628　　　　5064　4934　太極　　　　　 508　　　3170　　　　2662　3686　達能　　　　　 505　　　2748　　　　2243　00642U元石油　　　　 463　　　1143　　　　 680　2891　中信金　　　　 460　　　1326　　　　 866　3514　昱晶　　　　　 455　　　5516　　　　5061　2377　微星　　　　　 451　　　3007　　　　2556　3576　新日光　　　　 420　　　4898　　　　4478　2419　仲琦　　　　　 401　　　 773　　　　 372　2313　華通　　　　　 358　　　6171　　　　5813　3673　F-TPK　　　　　320　　 10320　　　 10000　2383　台光電　　　　 303　　　1314　　　　1011　2886　兆豐金　　　　 281　　 11973　　　 11692　4108　懷特　　　　　 260　　　1600　　　　1340　1457　宜進　　　　　 258　　　1935　　　　1677　4919　新唐　　　　　 240　　　 713　　　　 473　2303　聯電　　　　　 233　　　2680　　　　2447　3231　緯創　　　　　 227　　　4899　　　　4672　1101　台泥　　　　　 206　　　1205　　　　 999　2485　兆赫　　　　　 201　　　3275　　　　3074　2439　美律　　　　　 200　　　2617　　　　2417　2325　矽品　　　　　 200　　　1765　　　　1565　5388　中磊　　　　　 196　　　2278　　　　2082　　◆融券餘額減少前30名　　　　　　　　　　　　　 本　　日　前一交易日　股票 股票名稱　融券減少　融券餘額　 融券餘額　 3474　華亞科　　　 -1622　　 22519　　　 24141　2498　宏達電　　　 -1224　　 17322　　　 18546　00637L滬深2X　　　 -1098　　　5341　　　　6439　8105　凌巨　　　　 -1037　　　5013　　　　6050　1789　神隆　　　　　-711　　　2970　　　　3681　2542　興富發　　　　-416　　　4168　　　　4584　8112　至上　　　　　-383　　　2472　　　　2855　5871　F-中租　　　　-357　　　2609　　　　2966　6116　彩晶　　　　　-342　　 12787　　　 13129　2356　英業達　　　　-283　　　2296　　　　2579　2448　晶電　　　　　-280　　　5910　　　　6190　2547　日勝生　　　　-263　　　1061　　　　1324　6131　悠克　　　　　-248　　　 693　　　　 941　9105　泰金寶　　　　-216　　　 425　　　　 641　1460　宏遠　　　　　-198　　　 749　　　　 947　2618　長榮航　　　　-194　　　1854　　　　2048　3055　蔚華科　　　　-191　　　 369　　　　 560　1305　華夏　　　　　-190　　　3623　　　　3813　2892　第一金　　　　-176　　　 975　　　　1151　1541　錩泰　　　　　-169　　　 783　　　　 952　2426　鼎元　　　　　-166　　　4165　　　　4331　2406　國碩　　　　　-162　　　6755　　　　6917　2455　全新　　　　　-150　　　2759　　　　2909　2330　台積電　　　　-141　　　5488　　　　5629　2615　萬海　　　　　-137　　　 834　　　　 971　3049　和鑫　　　　　-137　　　 273　　　　 410　2474　可成　　　　　-131　　　2214　　　　2345　1712　興農　　　　　-120　　　 267　　　　 387　6166　凌華　　　　　-118　　　 201　　　　 319　9938　百和　　　　　-115　　　1637　　　　1752, ,wantgoo
