,Post_Date_Time,News_ID,Headline,Author,Article_Content,Related_Stock_Number,Source
0,2016-05-09 09:51,401449,陸影視將成全球最大市場 文創概念股喊衝,鉅亨網記者張旭宏 台北,【鉅亨網記者張旭宏 台北】大陸電影市場近年受惠於人均所得的成長，加上政府政策對於電影產業的支持，2015年整體票房金額已經達到48億美元，市場估計今年可望挑戰60億美元，有機會成為全球最大的電影票房市場。國內相關概念股將直接受惠，包含F-VHQ(4806)、霹靂（8450-TW）、影一(8458)等個股。2012年中國官方政府認為文化創意產業可成為中國下一個重要的新興產業，電影便是當中一個重要的環節，十二五計劃定義了2102年為中國電影產業的發展元年;官方政府開始鼓勵地方影視文化產業的發展、並促進高品質內容的製作與本土化，一方面限制國外電影進入中國的數量，一方面大量製作文宣並大力推銷中國自製電影。隨著電影產量和票房的增加，戲院也在中國快速成長，2003年全國主流院線僅有影院1140家，螢幕約1923塊，到2014年，影院數和螢幕數分別超過5813家、2.43萬塊，螢幕年增6000塊，2016年全中國電影螢幕將可達3萬片，而每天仍維持20幾片成長幅度。F-VHQ在中國電影市場站穩腳步，也開始與大型媒體業者展開合作，在與陸網路三強B.A.T百度、阿里巴巴、騰訊相關合作案方面，今年已在手的9件電影特效案中，其中一項即是與阿里巴巴合作的科幻大片《三生三世》，營運添強力動能。至於影一則與大陸遊族影業合作，將影一在國內成功的電影IP授權，同時未來成立合資公司，全力衝刺中國電影市場；另外霹靂則是將布袋戲IP透過中國公司合作，將布袋戲拍攝真人版，或是其他文創形式，擴展新營運動能。, ,wantgoo
