,Post_Date_Time,News_ID,Headline,Author,Article_Content,Related_Stock_Number,Source
0,2018-08-06 19:13,834018,可成Q2純益突破百億大關 每股賺14.06元 上半年EPS同寫新猷,Yahoo新聞,金屬機殼廠可成 (2474-TW) 今 (6) 日公布第 2 季財報與上半年財報，受惠業外匯兌收益進補，帶動第 2 季稅後純益突破百億元大關、達 108 億元，寫下季增 1.96 倍、年增 1.65 倍的好成績，每股稅後純益達 14.06 億元 & gt;, ,wantgoo
