,TIME,TITLE,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
0,2020-06-18 14:32:08,《盤後解析》中小兵當家 翻紅守11500,財經,台積電(2330)填息，生技股持續強勁，台股震盪收高，終場以11548.33點作收，上漲13.74點，漲幅0.12％，成交金額1824.76億元。生技醫療類股依舊為盤面焦點，今天中化(1701)、杏輝(1734)、和康生(1783)、神隆(1789)、懷,"台積電(2330)填息，生技股持續強勁，台股震盪收高，終場以11548.33點作收，上漲13.74點，漲幅0.12％，成交金額1824.76億元。

生技醫療類股依舊為盤面焦點，今天中化(1701)、杏輝(1734)、和康生(1783)、神隆(1789)、懷特(4108)、亞諾法(4133)、全宇生技-KY(4148)、ABC-KY(6598)都出現漲停價，生技類股漲幅達到2.82％，漲幅居各類股之冠。分析師指出，資金湧向中小型股，惟輪動相當快速，由於大盤還在多頭格局，個股表現仍將持續。



6月11日的長黑放量到2410億元，是近期最大量，所幸已經隔日拉出下影線，多頭重掌盤面。不過，此波攻堅力道不弱，指數也來到6月11日的下緣，但成交量還在1800億元左右，若量能能夠溫和放大，仍有機會再拚高點。另一方面，大盤今天重回各期均線，台幣又呈現升值走勢，資金行情仍在，可留意外資動作。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20200618003229-260410
