,TIME,TITLE,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
0,2020-06-15 09:25:16,美股反彈收漲 台股開盤呈現小漲,財經,"美股12日反彈收漲，台股加權指數15日開在11,436.28點，台積電（2330）、大立光（3008）及鴻海（2317）早盤股價漲跌互見，指數呈現小漲。聯準會（FED）澆醒市場對於景氣復甦過度樂觀預期，以及第二波新冠疫情恐再起，","美股12日反彈收漲，台股加權指數15日開在11,436.28點，台積電（2330）、大立光（3008）及鴻海（2317）早盤股價漲跌互見，指數呈現小漲。

聯準會（FED）澆醒市場對於景氣復甦過度樂觀預期，以及第二波新冠疫情恐再起，美股12日呈現震盪，尾盤在投資人買盤擁簇下，拉升反彈，終場美股四大指數漲跌幅1.01％至1.9％。

但道瓊工業平均指數、那斯達克指數及標準普爾500指數仍寫下3月20日當周以來最大單周跌幅。

日盛投顧指出，美國部分地區疫情再度升溫，加上FED明確表示美國經濟復甦緩慢，全球股市經過2個多月資金行情帶動的反彈，目前已來到高檔區，恐將面臨獲利了結的賣壓，盤勢將進入震盪，操作上建議不宜過度積極追高，靜待拉回量縮止穩後，再挑選下半年景氣回溫的產業逢低布局。",,中時新聞網,https://www.chinatimes.com/realtimenews/20200615001280-260410
