,TIME,TITLE,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
0,2020-03-06 18:00:40,疫情拖累 台指期跌逾200點,財經,"新冠肺炎持續擴散，全球除大陸外。新增確診人數突破2,600人，美國加洲陷入緊急狀態，導致美股下挫收黑。台指期6日也因恐慌情緒而開低走低，台積電（2330）、鴻海（2317）重跌2％以上。同時因美國降息預期再度升溫，","新冠肺炎持續擴散，全球除大陸外。新增確診人數突破2,600人，美國加洲陷入緊急狀態，導致美股下挫收黑。台指期6日也因恐慌情緒而開低走低，台積電（2330）、鴻海（2317）重跌2％以上。

同時因美國降息預期再度升溫，國泰、富邦、中信和兆豐等金控股也下跌1％～2％，終場台指期收跌222點至11,269點。

外資賣超現貨288.2億元，期貨淨多單也減碼7,479口至22,285口。

期貨商指出，台指期遭到增量下殺，在10日均線反壓下5日均線被摜破，期現貨逆價差由24點擴張至53點；儘管各國央行傾向寬鬆，但新冠肺炎疫情變化依舊影響金融市場波動，台指期在布局上需避免過度追高或殺低。",,中時新聞網,https://www.chinatimes.com/realtimenews/20200306004566-260410
