,TIME,TITLE,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
0,2020-01-15 09:27:27,《晨間解盤》台積ADR上揚，台股戰高(日盛投顧提供),財經,周二美股收盤四大指數漲跌不一，漲跌幅介於-0.24%~+0.20%，大型科技股走勢疲弱NVIDIA、APPLE、FB、亞馬遜、AMD跌幅超過1%，但美光、台積電ADR小幅上揚，特斯拉則再創波段新高價。由於美中第一階段貿易協議文本簽署，,"周二美股收盤四大指數漲跌不一，漲跌幅介於-0.24%~+0.20%，大型科技股走勢疲弱NVIDIA、APPLE、FB、亞馬遜、AMD跌幅超過1%，但美光、台積電ADR小幅上揚，特斯拉則再創波段新高價。



由於美中第一階段貿易協議文本簽署，加上美伊緊張局勢趨緩，美國股市走高，帶動周二亞洲股市表現佳。台股開高震盪，盤中2330台積電續創新高，收盤12179.81點，上漲66.4點，漲幅0.55%，預期將挑戰1/3前波12197.64的高點。



OTC指數開高走高，權值股6488環球晶、8069元太、3105穩懋轉強，收盤上漲1.35點，漲幅0.91%，表現相對加權強勢。



周二加權指數開高震盪，短天期均線呈現多頭排列，成交量增至1535.75億元，呈現價漲量增。日KD指標低檔向上、MACD柱狀體零軸之下走高。",,中時新聞網,https://www.chinatimes.com/realtimenews/20200115001156-260410
