news,漲,佳,好,穩,正,惠,效益,升,樂觀,增,跌,壓力,弱,不足,逆,降,挫,衝擊,悲,減
2016-05-26 412842.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26 412960.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-27 413131.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-05-27 413152.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27 413521.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27 413670.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27 413675.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27 413680.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-30 414144.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-05-30 414181.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-30 414188.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-30 414433.txt,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2016-05-30 414554.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-05-30 414638.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30 414641.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30 414770.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-30 414775.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-31 414817.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31 414966.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-31 414970.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-31 414981.txt,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
2016-05-31 415461.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31 415512.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31 415593.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-01 415819.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01 415831.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-01 416226.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01 416334.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01 416424.txt,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2016-06-01 416455.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01 416458.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-02 416611.txt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2016-06-02 416650.txt,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1
2016-06-02 416664.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-02 416974.txt,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
2016-06-02 417080.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-02 417187.txt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03 417759.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03 417770.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-03 417820.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03 417852.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03 417928.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-04 418042.txt,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-04 418056.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04 418058.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-04 418092.txt,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2016-06-04 418099.txt,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-06-04 418355.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04 418380.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-04 418381.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04 418426.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-04 418466.txt,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2016-06-04 418504.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-05 418545.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-06 418851.txt,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0
2016-06-06 418924.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-06 419213.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06 419225.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-06 419387.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-06 419390.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-07 419605.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-07 419768.txt,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
2016-06-07 419858.txt,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 420012.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 420068.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 420338.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-08 420817.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 420868.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 420923.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 421352.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 421422.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13 421967.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13 421968.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13 422460.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13 422462.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 422657.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-14 422770.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 422824.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-14 423024.txt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 423115.txt,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
2016-06-14 423119.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 423211.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 423214.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 423216.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14 423309.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-15 423455.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-15 423483.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 423503.txt,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0
2016-06-15 423805.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-06-15 423837.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 424931.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-16 425011.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-16 425300.txt,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
2016-06-16 425393.txt,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
2016-06-16 425449.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 425474.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-16 425482.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-16 425483.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-16 425524.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 425527.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 425528.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 425627.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-16 425629.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 425635.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-17 425811.txt,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-17 425812.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-17 425826.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 425830.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-17 425842.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 425847.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-17 425852.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 425858.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-17 425870.txt,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0
2016-06-17 425874.txt,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
2016-06-17 425878.txt,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
2016-06-17 426166.txt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-20 426843.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-20 426854.txt,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-20 426861.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 426881.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-20 426886.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-20 426976.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 426994.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 426996.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-20 427001.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-20 427131.txt,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-20 427238.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427253.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427286.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427318.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427325.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427445.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427452.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 427453.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-21 427670.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 427681.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-21 428075.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 428083.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 428289.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-22 428479.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-22 428494.txt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 428519.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-22 428981.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23 429295.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-23 429343.txt,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-23 429507.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23 429674.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23 429863.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-24 430020.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-24 430032.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24 430194.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24 430316.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24 430452.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24 430662.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-24 430668.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-27 431058.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 431118.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-27 431151.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-27 431162.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-27 431526.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-27 431545.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-27 431547.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-27 431554.txt,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-27 431579.txt,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
2016-06-27 431580.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 431583.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 431615.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-27 431621.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-28 431769.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-06-28 432100.txt,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016-06-28 432318.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 432319.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-29 432489.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-06-29 432529.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 432597.txt,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2016-06-29 432677.txt,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
2016-06-29 432882.txt,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
2016-06-29 432930.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 432965.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-29 432969.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-29 433004.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 433005.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 433101.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-06-30 433914.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 433918.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-01 434119.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-01 434120.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01 434515.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04 435065.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-04 435535.txt,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04 435609.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-05 435805.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-05 436092.txt,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-05 436183.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-05 436185.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-05 436217.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-05 436229.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05 436230.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05 436231.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05 436333.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05 436340.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-05 436344.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-05 436346.txt,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
2016-07-06 436480.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-06 436494.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-06 436497.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-06 436554.txt,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
2016-07-06 436637.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06 436796.txt,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-06 436815.txt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-06 436858.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06 436881.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-06 436919.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06 436920.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06 436925.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06 436931.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-06 436963.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06 437002.txt,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2016-07-07 437168.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-07 437218.txt,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1
2016-07-07 437255.txt,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
2016-07-07 437277.txt,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
2016-07-07 437592.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07 437613.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-07 437622.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-07 437681.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07 437682.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07 437683.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07 437795.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07 437797.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07 437799.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-08 437848.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-07-09 438138.txt,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2016-07-11 438558.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-11 438562.txt,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
2016-07-11 438607.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-11 439060.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439093.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439096.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-11 439145.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439146.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439147.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439240.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439243.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-11 439245.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11 439248.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-12 439796.txt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-12 439810.txt,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-07-12 439834.txt,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-12 439891.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12 439911.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12 439913.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12 440033.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-12 440034.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12 440039.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-12 440042.txt,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
2016-07-13 440253.txt,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2016-07-13 440257.txt,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2016-07-13 440281.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13 440627.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-07-13 440629.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13 440700.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13 440756.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
